,TW_NO,TW_TIME,TW_TEXT,FAV,RT
236,1219162507480162304,2020-01-20 16:39:27,今誰か通った気がするけどだれだ？,0,0
237,1219144192368115718,2020-01-20 15:26:40,うーんTAPのエッセイのやつかかなあかん,3,0
238,1219141519619190784,2020-01-20 15:16:03,RT @akinokaedevo: 「大きなイチモツをくださいっ！」っていう音声作品まだ出てない？,0,34
239,1219141242237243393,2020-01-20 15:14:57,社学は自分の推しのアイドルについて語れば良が降ってくるとうぃすてさんから聞いた,1,0
240,1219140574051102720,2020-01-20 15:12:18,電気基礎手つけてねえやっべぇ,1,0
241,1219126116922748928,2020-01-20 14:14:51,いやーーアビス2話から泣きそう,0,0
242,1219122151086678016,2020-01-20 13:59:05,電子化された学生手帳のカレンダーの部分更新して欲しいんだけどまあしないよなあ,2,0
243,1219115982339235841,2020-01-20 13:34:34,メイドインアビスは哲学,1,0
244,1219102116662272000,2020-01-20 12:39:29,学内PC混みすぎワロタ,0,0
245,1219090644431339521,2020-01-20 11:53:53,メイドインアビスいきませんかいきましょう,2,0
246,1219072998759550976,2020-01-20 10:43:46,えんどる死ぬほど聴きすぎてしにそう,0,0
247,1218899347863027714,2020-01-19 23:13:45,RT @ifukiten: Tenkaあまり違和感ないな https://t.co/4jVSEEjdKY,0,2283
248,1218778645063294978,2020-01-19 15:14:07,ぬはーーーレポートおわったーーーふゆぅううううううう,0,0
249,1218758397094289408,2020-01-19 13:53:39,うーん名残惜しいけどモー娘の部分はカットするかなー2000字超えちゃったし,0,0
250,1218558932781654017,2020-01-19 00:41:03,がっこうぐらし8まで無料で読み終わったけど続きみてえな！！！！！！！,1,0
251,1218557800848056326,2020-01-19 00:36:34,RT @logipara_wata: @logipara_wata 「新たな古典」になりうる作品だなぁと,0,1
252,1218557796502786048,2020-01-19 00:36:33,RT @logipara_wata: N度目の「宇宙よりも遠い場所」を通して見て、当然のごとく泣いてる。ほんと何なんだこれ。構成も役者も、全てがすごすぎる…,0,30
253,1218547228517601280,2020-01-18 23:54:33,ん？あ、いまがっこうぐらし見てるからそっちのりーさんね,2,0
254,1218547102768254978,2020-01-18 23:54:03,お姉さんだと思ってた人がメンヘラになるパターンマジでやめてくれ,1,0
255,1218546172798746624,2020-01-18 23:50:21,りーさんめちゃくちゃメンヘラやんけ,6,0
256,1218542801643659264,2020-01-18 23:36:57,やっぱ1クールアニメは原作のごくごく一部を抜き出したことにすぎないんだなあと,1,0
257,1218536416314937345,2020-01-18 23:11:35,いやーがっこうぐらしのアニメの構成ってこーやって変えてたのかーーなるほどーーーーー,1,0
258,1218532708290199553,2020-01-18 22:56:51,この子みたいに何も考えずにずっと楽しく生きたいアホの子最強だよマジで,0,0
259,1218532464278171650,2020-01-18 22:55:53,ああああああゆきいいいいいいいいい,0,0
260,1218531231756738562,2020-01-18 22:50:59,僕のストライクゾーンは世界一純粋なので優しいお姉さんとイタズラ好きの後輩と幼馴染みしか興味ありません,0,0
261,1218530843053813762,2020-01-18 22:49:26,陵辱系見ると体の末端が麻痺して力入らなくなる感覚があるからなんかこわい,5,0
262,1218530244425990145,2020-01-18 22:47:04,キラくん陵辱系RTするとぼくおこるよ,1,0
263,1218529719324299266,2020-01-18 22:44:58,深夜だからぶっちゃけるけどがっこうぐらしのりーさんめちゃくちゃに犯されt,1,0
264,1218527249470615553,2020-01-18 22:35:10,がっこうぐらし、原作とアニメ全然違うな原作もめっちゃ面白い,0,0
265,1218486099548336134,2020-01-18 19:51:39,アイドル全然興味ないけどアイドル論のレポートを書いているそしてこれからのアイドルとして強引にバーチャルYouTuberの内容を最後にぶちこんでいく,2,0
266,1218393707382132736,2020-01-18 13:44:31,RT @livedoornews: 【PV公開】アニメ『メイドインアビス』シリーズ続編制作が決定https://t.co/n6gduUhPUf2017年7月期にTVアニメが放送され、昨年1月に劇場版総集編、きのう17日に新作劇場版が公開となっている。 https://t.…,0,2464
267,1218200281575383041,2020-01-18 00:55:54,耳かき音声のすべてに感謝したい,1,0
268,1218194701649465346,2020-01-18 00:33:44,コンビニアイス評論家名乗りたいレベルでアイス食ってるけどアイスの実だけは食ってねえな食うか,3,0
269,1218191126319886336,2020-01-18 00:19:32,やっぱ世の中全員女の子になった方が世界は平和になりますよ,4,0
270,1218190986452467713,2020-01-18 00:18:58,いやー全年齢の百合ってなんでこんなに健全なんでしょうか,0,0
271,1218189488096038912,2020-01-18 00:13:01,なんで1年から物理やってるんだよ😤😠😡💢(恋アス3話),0,0
272,1218184976149037056,2020-01-17 23:55:05,旧アニメのハンターハンターのGI編のOPがめっちゃすきなんですけど誰かわかる人いませんかね…例によってANIMAXで見かけて好きになったパターンなんですけど,0,0
273,1218183078926962688,2020-01-17 23:47:33,やっぱあーゆーちょっとメタいことをときどき言ったりするところが当時はめちゃめちゃ高度で面白く感じたよねあのころの感性に戻りたい,1,0
274,1218182758415007750,2020-01-17 23:46:17,いやあーーーANIMAXでケロロ軍曹死ぬほど見てたよなー確か平日の4時頃だったよなー学校帰ったら毎日見てたわあの手のギャグアニメからくっそハマってハヤテハマってオタクルート突破したよなあーーー,3,0
275,1218181114742751233,2020-01-17 23:39:45,ということで誰かカラオケに誘ってください,1,0
276,1218180920177381377,2020-01-17 23:38:58,ケロロ軍曹はガチ曲もガチなのでカラオケでときどき歌います僕らの合言葉は死ぬほどすき,2,0
277,1218167380024520704,2020-01-17 22:45:10,まーーーじか,0,0
278,1218167146041073664,2020-01-17 22:44:14,RT @gnomotoke: 「ミスタードラゴンズ」高木守道さん急死 12日にはラジオ出演…急性心不全78歳（中日スポーツ）-Yahoo!ニュース https://t.co/kwube638uy現役時代は中日の名二塁手として活躍し「ミスタードラゴンズ」と称された中日元監督の…,0,9590
279,1218163277005348864,2020-01-17 22:28:52,RT @ASHIKI_games: 普段から雑談ばかりする関係の女の子とくだらない話を何時間もしてたらいつの間にか相手が眠ってしまい、耳に届いた寝息にふと安らいで平時なら絶対に言わないのに「好きだよ」と漏らしてしまって恥ずかしさから電話を切るも、実は起きていた相手に聞かれていて…,0,348
280,1218146335301353472,2020-01-17 21:21:33,RT @Onigawaragonz77: しまりんクマヘアーの再現度#ゆるキャン https://t.co/sOdJzoZ8o4,0,9384
281,1218135625812996096,2020-01-17 20:38:59,毎年センターの日ってアホみたいに寒いよなカイロ忘れないでね,1,0
282,1218124854500581376,2020-01-17 19:56:11,今期ランウェイはほんま覇権だから全人類見て,0,0
283,1218123133376315392,2020-01-17 19:49:21,"RT @BBykt_: 厨パの歴史with(⌒,_ゝ⌒) https://t.co/a7QI92ed0b",0,1398
284,1218122070640316416,2020-01-17 19:45:07,ランウェイ、久々に覇権の予感が気がする1話正直震えた,4,0
285,1218106303593103360,2020-01-17 18:42:28,ほんとは大蛇丸並に毎日自炊して人生優勝したいけどモチベが続かんのとキッチンが小さいせいでできない🐍,3,0
286,1218085326301716481,2020-01-17 17:19:07,今週の花嫁、今更なんなんだよお前ぶっとばすぞふざけんなのお気持ちになっている,3,0
287,1218083070726660096,2020-01-17 17:10:09,今日はキムチ鍋,1,0
288,1218006826790178816,2020-01-17 12:07:11,RT @fukuma333: 44話「柏田さんと太田君と文化祭」が更新されました！前回の文化祭編の続きです。ロッカーの中で何かが起こります。ニコニコ→https://t.co/xCBqc2Awsyコミックウォーカー→https://t.co/NsUTPT4Xc0 https…,0,993
289,1217970256989179905,2020-01-17 09:41:52,はいーーAirPods耳に付けてケースだけ家に置いてきたパターンきたーーーー,1,0
290,1217969944475795456,2020-01-17 09:40:38,電電だから電撃結婚不可避理論不覚にも電車の中で笑ってしまった,6,0
291,1217965415441166336,2020-01-17 09:22:38,今世紀最大にライフハックしたわ人生頭空っぽのほうがうまくいくわ,1,0
292,1217965183726866432,2020-01-17 09:21:43,自分考え事をするくせがひどすぎて毎回そのせいで一日が秒で終わって虚無になるマンなんだけど、今日は無駄なこと何も考えないぞって決めて朝の洗濯とかやったらすぐに全部おわったやばい,4,0
293,1217953559817277440,2020-01-17 08:35:31,RT @Takuji3428: #くぁwせdrftgyふじこlp本家https://t.co/sbW5zl7s4L,0,4531
294,1217953552707903488,2020-01-17 08:35:30,RT @I0D6E3K0: 福原遥ちゃんの「くぁwせdrftgyふじこlp」ｷﾀ━━━(ﾟ∀ﾟ)━━━!!#くぁwせdrftgyふじこlp#ゆるキャン△ https://t.co/oaYdtj1lBa,0,2368
295,1217798398830473216,2020-01-16 22:18:58,五等分のEDと水瀬いのりのWonder Caravan!聞くと1年前の受験期思い出してめちゃめちゃ感慨深くなる,0,0
296,1217790738395590656,2020-01-16 21:48:32,メイドインアビスめっちゃいいねくっそわくわくする,0,0
297,1217779746676719616,2020-01-16 21:04:51,RT @someya28: 耳掃除が好きすぎるOLとその彼氏の話。(1/8)#創作漫画　#あなたに耳ったけ https://t.co/NJ1jjb85ik,0,21633
298,1217685442071392256,2020-01-16 14:50:07,RT @yo_draw: という事で、Orangestar君と今まで合作した作品の未公開イラストやラフ、没絵などをまとめた本を出す予定です。今作業しています✒令和になって初合作する前に、今までの軌跡を振り返るという意味でベストなタイミングかなという事で。,0,1083
299,1217677260464877572,2020-01-16 14:17:36,うーーーーーーんほしいーーーーーーー https://t.co/47CSJYcWda,1,0
300,1217672148359139329,2020-01-16 13:57:18,IFの世界設定MV出して欲しいなあー,0,0
301,1217671958323580928,2020-01-16 13:56:32,RT @yo_draw: 載せる事のなかったIFの世界設定のイラスト整理してるのだが、世界観も決めてアニメーションの予定だったけど、これらを完成させるにはどう考えても当時の自分には技術力足りなかったし、一部完成している絵のクオリティのものを量産しようとしてたのは途方なさすぎて、…,0,196
302,1217646390886617088,2020-01-16 12:14:57,なんで12時過ぎてるんですか？？？,2,0
303,1217607003473756161,2020-01-16 09:38:26,やっべgtくんに解いてって言われた問題やってねえ,1,0
304,1217606713651519488,2020-01-16 09:37:17,RT @YahooNewsTopics: 【中田敦彦氏の動画 識者が警鐘】https://t.co/SYAiTJqNzQオリエンタルラジオの中田敦彦氏が運営する「中田敦彦のYouTube大学」の動画解説に、間違いが多すぎることが話題に。識者は「多くの誤りの他に単純な誤りで…,0,12869
305,1217428946255400961,2020-01-15 21:50:54,えんどるはいいぞ,1,0
306,1217428923190927360,2020-01-15 21:50:48,RT @z_ng_: 【MUSECA】 Replica / Endorfin. https://t.co/N1i949MyX1 @YouTubeより,0,2
307,1217393737539543046,2020-01-15 19:30:59,RT @logipara_wata: 実写版ゆるキャン△で映ってた大垣のキーホルダー、南極のポートロックロイで売ってたペンギンキーホルダーなんだけど！！これ、ゆるキャン△×よりもいを意識してるの！？すげぇ！！#ゆるキャンΔ #ゆるキャン実写化#yorimoi#よりもい…,0,91
308,1217388141486542849,2020-01-15 19:08:45,鶏肉はあかん…しなないで…,0,0
309,1217388058565152768,2020-01-15 19:08:25,RT @Gelidium_31: 新譜の前に命落としてしまう,0,32
310,1217388039959265282,2020-01-15 19:08:21,RT @Gelidium_31: さいきん料理上手くいってるからって調子に乗って鶏肉に手を出した結果、よく分からなくてレアで美味しい美味しいって食べてたらお母さんに鶏肉の生はやばいよって言われてお腹終わった…………,0,107
311,1217350935455780864,2020-01-15 16:40:54,秋月さん機シスとずっと勘違いしてたわごぺんなさい,1,0
312,1217349772106797057,2020-01-15 16:36:17,らぴーとくんありがとうでござるよ…,0,0
313,1217349196132450304,2020-01-15 16:34:00,プロ基礎の課題でハマっててくっそ時間かかった侍,2,0
314,1217337857724968961,2020-01-15 15:48:56,ひさびさに神経衰弱やったけど偏差値マイナス500くらいになってて全然できなかった,0,0
315,1217312303646822400,2020-01-15 14:07:24,TKNさんめっちゃ難しそうなお勉強してる…,5,0
316,1217271816206467072,2020-01-15 11:26:31,やばいです服がかわかねええええええええ,0,0
317,1217233029090791424,2020-01-15 08:52:23,は？(起床),3,0
318,1216975370039087104,2020-01-14 15:48:33,RT @livedoornews: 【強要未遂容疑】古文単語『ゴロゴ』などの著者、東進ハイスクール講師の男を逮捕https://t.co/NkhIGAwHi7交際相手の女性に対し、「わいせつな動画を拡散する」などと脅し、中絶手術を受けさせようとした疑い。,0,13264
319,1216942792611483648,2020-01-14 13:39:06,今日の内容めっちゃだるそう…,2,0
320,1216936062192218112,2020-01-14 13:12:21,ゑなんとかにおすすめされたデスパレードのOPくっっそハマってて毎秒聞いてる,2,0
321,1216811565585854464,2020-01-14 04:57:39,緊急地震速報間に合ってないですね震度3でも揺れた後に鳴ったし,0,0
322,1216810871214575616,2020-01-14 04:54:53,おはようございます,1,0
323,1216729256635465729,2020-01-13 23:30:35,あとくっっそ高そうなバーでくっっっっっそ甘い酒を5mmくらい飲みたいもちろん来年のオハナシだけど,1,0
